pathway	pval	padj	log2err	ES	NES	size	leadingEdge	adjPvalue
HALLMARK_MYC_TARGETS_V1	2.62385439750586e-22	1.31192719875293e-20	1.22105375677186	0.511349516325185	2.77155350922389	193	EIF2S1 CCT4 NOLC1 UBE2L3 GOT2 PPM1G ERH SSB CCT7 PSMA7 CCT3 PRDX4 MRPS18B HSPE1 PPIA PRPS2 SNRPD2 XRCC6 PCNA HSPD1 CANX VDAC1 RAN CCT5 HPRT1 C1QBP PRDX3 CDK4 NDUFAB1 CBX3 YWHAQ RPL34 POLE3 RPL14 SET CUL1 STARD7 IMPDH2 SERBP1 ABCE1 EIF2S2 RPL6 SNRPD3 MYC SNRPB2 GLO1 PSMB3 APEX1 COX5A RSL1D1 RPS6 TUFM NHP2 EEF1B2 SYNCRIP RPL22 XPOT NME1 FBL EIF3D ILF2 RPS5 PSMD1 USP1 RANBP1 SRM RRM1 VBP1 PHB2 PSMC4 AIMP2 NPM1 DDX18 PSMB2 CYC1 RPS3 UBE2E1 TRIM28 RPS2 RPS10 CSTF2 UBA2 HSP90AB1 PWP1 AP3S1 DEK PTGES3 PSMD8 RUVBL2 POLD2 EIF4G2 RPLP0 RPL18 CCT2 PRPF31 MRPL9 RRP9 CNBP SF3B3	significant
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.93038538205794e-16	4.82596345514484e-15	1.04762648849882	0.453752783093112	2.4798341308036	184	SDHD NDUFC2 DLAT GOT2 NDUFB6 LDHB TIMM8B NDUFA8 GLUD1 NDUFC1 ECH1 MRPL15 FH LRPPRC VDAC1 FDX1 ACAA2 IDH2 PDP1 HSD17B10 MRPL34 PRDX3 NDUFAB1 MDH2 NDUFB5 IMMT RETSAT UQCR10 ACAT1 CASP7 COX7C COX7A2 MRPS30 COX6C COX5A ATP6V0E1 TOMM22 MRPL35 MDH1 ALDH6A1 NNT OGDH NDUFB3 MRPS12 ECHS1 ACADM COX6A1 MRPL11 NDUFS4 NDUFA4 HADHA NDUFA1 PHB2 AIFM1 TIMM9 CYC1 SUCLG1 ACADSB ATP6V1E1 NDUFA6 HCCS SLC25A5 COX8A NDUFA7 COX15 CS MRPS22 TIMM13 TIMM10 VDAC3 BCKDHA UQCRC1 NDUFB2 UQCRB SDHB ATP6V1G1 UQCRH COX5B SLC25A20 VDAC2 SLC25A4 IDH1 MPC1 NDUFA3 PHYH	significant
HALLMARK_ALLOGRAFT_REJECTION	2.01552734715334e-11	3.35921224525557e-10	0.863415391606693	0.400273987354609	2.14164022814672	175	CD3G GPR65 CD2 CD3D CCND2 PRF1 TLR3 GZMA CCR5 MRPL3 CRTAM IL2RB CD3E LCK CD8A CD40LG FASLG IL2RG CCL4 CXCR3 ETS1 TRAT1 DEGS1 RPS3A GZMB IL27RA RPL39 CD7 SIT1 GALNT1 CD4 CD247 ABCE1 UBE2N CD8B PTPRC NME1 NCK1 EIF3D NCR1 PSMB10 CSK ITGAL LY75 B2M CCR2 NPM1 RPS19 EIF3A GCNT1 CXCL9 TAPBP KLRD1 CD86 CD96 CTSS IL16 LTB RPL9	significant
HALLMARK_MYC_TARGETS_V2	2.64084853444771e-05	0.000188632038174836	0.575610261071129	0.449821497764599	2.0189120159552	57	NDUFAF4 NOLC1 HSPE1 HSPD1 UNG CDK4 CBX3 NIP7 MYC TMEM97 DCTPP1 FARSA NOC4L TFB2M SRM EXOSC5 AIMP2 NPM1 DDX18 BYSL PES1 WDR43 IMP4 RRP9 MRTO4	significant
HALLMARK_MTORC1_SIGNALING	2.81562042899739e-10	3.51952553624674e-09	0.814035837847908	0.369644908036531	2.00350368843193	193	TES NMT1 CCT6A STIP1 SSR1 HSPA4 ACTR2 PPA1 ACLY CACYBP HSPE1 PPIA EEF1E1 M6PR HSPD1 CANX SLC1A4 SLC9A3R1 UNG HPRT1 PSMC2 RPN1 USO1 IMMT PRDX1 EIF2S2 PSAT1 PSME3 PITPNB ABCF2 TPI1 XBP1 PIK3R3 TMEM97 HSP90B1 ADD3 ENO1 SERP1 DHCR24 PSMB5 PSMC4 GOT1 MTHFD2 CTSC CCNG1 FGL2 CALR CYB5B PSMA3 ADIPOR2 SERPINH1 RRP9 GSK3B TRIB3 RPA1 SDF2L1 SQLE EBP HMGCR SHMT2 PSPH IDH1 PGM1 ITGB2 GMPS PSMA4 EDEM1 GSR CD9 NUFIP1	significant
HALLMARK_PANCREAS_BETA_CELLS	0.00758054662103108	0.0315856109209628	0.407017918923954	0.584410641819338	1.90219395202352	15	SRP9 SPCS1 SRP14 DPP4 SRPRB MAFB PAK3 LMO2 FOXO1	significant
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.86716064644468e-05	0.000155596720537057	0.575610261071129	0.363364928885015	1.87907724925315	103	EIF2S1 IMP3 NOLC1 SSR1 SDAD1 SPCS1 NFYB PDIA6 POP4 HYOU1 SLC30A5 SLC1A4 ALDH18A1 BANF1 YIF1A PSAT1 XBP1 RPS14 NHP2 HSP90B1 XPOT SERP1 NOP14 KHSRP SRPRB EXOSC5 NPM1 MTHFD2 WFS1 YWHAZ CALR CEBPG LSM4 PAIP1 DKC1 RRP9 CKS1B	significant
HALLMARK_E2F_TARGETS	5.77192170451381e-07	5.77192170451381e-06	0.659444398037935	0.302291862753536	1.66918036089885	195	NUDT21 EIF2S1 UBR7 CTCF IPO7 NOLC1 PPP1R8 RPA2 LYAR PRDX4 XRCC6 PCNA SSRP1 UNG TP53 TUBB RAN TMPO SLBP CDK4 NCAPD2 ASF1A SMC3 PRPS1 MCM3 MYC ZW10 SYNCRIP MSH2 RPA3 UBE2T NME1 DCTPP1 SMC1A RAD21 SUV39H1 RFC1 PAICS USP1 RANBP1 RNASEH2A CBX5 MTHFD2 PHF5A CSE1L DEK DCLRE1B POLD2 ANP32E STMN1 RFC2 CKS1B AK2 RPA1 NAA38 ASF1B	significant
HALLMARK_PROTEIN_SECRETION	0.00145042937735738	0.00805794098531878	0.45505986738723	0.317354710567212	1.57494938006369	91	TMED10 RAB22A ATP1A1 TMX1 SCAMP1 ARCN1 VPS4B M6PR SCAMP3 CLTA TMED2 USO1 LMAN1 ZW10 COPB2 CLN5 SCRN1 CLTC CTSC SOD1 RPS6KA3 AP3S1 ANP32E COPB1 RAB9A VAMP7 ARFIP1 PPT1 SEC24D BET1 ARFGEF2 RAB2A ERGIC3	significant
HALLMARK_ANDROGEN_RESPONSE	0.0040754583407619	0.0185248106398268	0.407017918923954	0.299691501871267	1.48409307874015	86	XRCC5 XRCC6 DBI TNFAIP8 LMAN1 ADAMTS1 MYL12A ELK4 SLC26A2 NKX3-1 SLC38A2 ADRM1 DHCR24 B2M TMEM50A RPS6KA3 STK39 PDLIM5 HMGCR UBE2I INPP4B APPBP2 MAP7 LIFR SEC24D GSR SPCS3 SMS MAF CDK6 PMEPA1 ACSL3 ABHD2 KRT8	significant
HALLMARK_DNA_REPAIR	0.000762887805941273	0.00476804878713296	0.477270815362862	0.27358105768788	1.48293662884792	145	NUDT21 RPA2 POLR2K GTF2H3 RALA SEC61A1 ERCC4 PCNA SSRP1 TP53 HPRT1 TMED2 POLR3GL DGUOK APRT IMPDH2 SAC3D1 POLR2D NELFB RPA3 NME1 TAF12 DAD1 GTF2A2 FEN1 ADRM1 MRPL40 EDF1 POLR2I	significant
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0232845694075493	0.0895560361828818	0.352487857583619	0.261972766623245	1.30958896354166	93	ATF1 YWHAB ACTR2 LCK FASLG PFN1 IL2RG PRKAR2A PPP1CA CDK4 PTPN11 CAB39L CAB39 UBE2N PIK3R3 HSP90B1 NCK1 CLTC RIPK1 RPS6KA3 CALR	significant
